date_name,local_team,local_result,visitor_result,visitor_team
Campeonato 1956,Ferro,1,1,Chacarita
Campeonato 1956,Chacarita,1,2,Ferro
Campeonato 1956,Gimnasia (LP),5,2,Ferro
Campeonato 1956,Newells,1,3,River Plate
Campeonato 1956,River Plate,2,1,Newells
Campeonato 1956,River Plate,2,0,Gimnasia (LP)
Campeonato 1956,Newells,2,0,Chacarita
Campeonato 1956,Ferro,4,0,Newells
Campeonato 1956,Newells,3,0,Argentinos
Campeonato 1956,Estudiantes (LP),1,1,Velez
Campeonato 1956,Huracan,2,1,Tigre
Campeonato 1956,San Lorenzo,0,2,Independiente
Campeonato 1956,Racing Club,2,3,Argentinos
Campeonato 1956,Racing Club,2,1,Lanus
Campeonato 1956,River Plate,2,1,Racing Club
Campeonato 1956,Racing Club,4,2,River Plate
Campeonato 1956,Lanus,2,1,Racing Club
Campeonato 1956,Argentinos,1,1,Racing Club
Campeonato 1956,Racing Club,1,1,Huracan
Campeonato 1956,Chacarita,2,3,Boca Juniors
Campeonato 1956,Argentinos,0,1,Newells
Campeonato 1956,Boca Juniors,3,1,Chacarita
Campeonato 1956,Tigre,4,1,Ferro
Campeonato 1956,Ferro,2,0,Tigre
Campeonato 1956,Velez,1,1,Rosario Central
Campeonato 1956,Rosario Central,4,0,Velez
Campeonato 1956,Ferro,0,0,River Plate
Campeonato 1956,River Plate,0,0,Ferro
Campeonato 1956,Velez,2,2,Estudiantes (LP)
Campeonato 1956,Gimnasia (LP),1,4,River Plate
Campeonato 1956,Tigre,3,2,Huracan
Campeonato 1956,Huracan,1,3,Racing Club
Campeonato 1956,Huracan,2,2,Newells
Campeonato 1956,Chacarita,2,1,Newells
Campeonato 1956,Rosario Central,2,1,Independiente
Campeonato 1956,Argentinos,3,1,Gimnasia (LP)
Campeonato 1956,Gimnasia (LP),2,2,Argentinos
Campeonato 1956,Lanus,1,3,River Plate
Campeonato 1956,Lanus,2,2,Velez
Campeonato 1956,River Plate,0,0,Lanus
Campeonato 1956,Lanus,5,3,Gimnasia (LP)
Campeonato 1956,Lanus,4,0,San Lorenzo
Campeonato 1956,Tigre,2,1,Rosario Central
Campeonato 1956,Rosario Central,1,0,Tigre
Campeonato 1956,Velez,1,0,Huracan
Campeonato 1956,Tigre,0,2,Racing Club
Campeonato 1956,Tigre,4,3,Argentinos
Campeonato 1956,San Lorenzo,4,1,Newells
Campeonato 1956,Newells,3,0,San Lorenzo
Campeonato 1956,Chacarita,0,0,San Lorenzo
Campeonato 1956,San Lorenzo,4,1,Chacarita
Campeonato 1956,Rosario Central,1,1,Estudiantes (LP)
Campeonato 1956,Estudiantes (LP),3,1,Rosario Central
Campeonato 1956,Gimnasia (LP),3,1,San Lorenzo
Campeonato 1956,San Lorenzo,3,0,Gimnasia (LP)
Campeonato 1956,Racing Club,3,2,Tigre
Campeonato 1956,Independiente,0,1,Rosario Central
Campeonato 1956,Huracan,1,2,Velez
Campeonato 1956,Velez,1,1,Lanus
Campeonato 1956,Newells,0,1,Huracan
Campeonato 1956,San Lorenzo,3,3,River Plate
Campeonato 1956,Independiente,1,2,San Lorenzo
Campeonato 1956,River Plate,4,1,San Lorenzo
Campeonato 1956,Gimnasia (LP),2,2,Tigre
Campeonato 1956,Independiente,3,0,Chacarita
Campeonato 1956,Chacarita,1,2,Independiente
Campeonato 1956,Boca Juniors,2,0,San Lorenzo
Campeonato 1956,San Lorenzo,1,2,Boca Juniors
Campeonato 1956,Argentinos,3,1,Tigre
Campeonato 1956,Rosario Central,9,2,Chacarita
Campeonato 1956,River Plate,4,1,Independiente
Campeonato 1956,Independiente,0,1,River Plate
Campeonato 1956,Newells,1,1,Velez
Campeonato 1956,Velez,2,1,Newells
Campeonato 1956,San Lorenzo,1,1,Rosario Central
Campeonato 1956,Rosario Central,1,1,San Lorenzo
Campeonato 1956,Independiente,4,2,Argentinos
Campeonato 1956,Gimnasia (LP),0,0,Lanus
Campeonato 1956,Argentinos,1,1,Independiente
Campeonato 1956,Tigre,2,2,Gimnasia (LP)
Campeonato 1956,Racing Club,1,3,Velez
Campeonato 1956,Gimnasia (LP),1,1,Racing Club
Campeonato 1956,Velez,2,1,Independiente
Campeonato 1956,Newells,1,1,Estudiantes (LP)
Campeonato 1956,Huracan,3,1,Rosario Central
Campeonato 1956,Rosario Central,5,1,Huracan
Campeonato 1956,Argentinos,0,6,Huracan
Campeonato 1956,Huracan,5,3,Argentinos
Campeonato 1956,River Plate,1,1,Chacarita
Campeonato 1956,Boca Juniors,3,2,Ferro
Campeonato 1956,Ferro,2,2,Boca Juniors
Campeonato 1956,Chacarita,1,1,River Plate
Campeonato 1956,Estudiantes (LP),1,0,Newells
Campeonato 1956,San Lorenzo,1,0,Argentinos
Campeonato 1956,Lanus,4,0,Argentinos
Campeonato 1956,Argentinos,1,1,Lanus
Campeonato 1956,Rosario Central,1,1,Boca Juniors
Campeonato 1956,Boca Juniors,0,2,Rosario Central
Campeonato 1956,Boca Juniors,1,1,Racing Club
Campeonato 1956,Racing Club,1,0,Boca Juniors
Campeonato 1956,San Lorenzo,1,2,Ferro
Campeonato 1956,River Plate,3,0,Huracan
Campeonato 1956,Racing Club,2,0,Independiente
Campeonato 1956,Argentinos,0,1,San Lorenzo
Campeonato 1956,Velez,2,1,Tigre
Campeonato 1956,Tigre,2,3,Independiente
Campeonato 1956,Independiente,0,0,Tigre
Campeonato 1956,River Plate,4,0,Rosario Central
Campeonato 1956,Velez,2,1,Argentinos
Campeonato 1956,Argentinos,1,1,Velez
Campeonato 1956,Chacarita,0,1,Lanus
Campeonato 1956,Newells,3,1,Tigre
Campeonato 1956,Tigre,1,1,Newells
Campeonato 1956,Racing Club,3,0,Chacarita
Campeonato 1956,Chacarita,1,0,Racing Club
Campeonato 1956,Velez,3,2,Chacarita
Campeonato 1956,Chacarita,1,0,Velez
Campeonato 1956,Boca Juniors,3,1,Newells
Campeonato 1956,Tigre,2,1,Chacarita
Campeonato 1956,Chacarita,0,1,Tigre
Campeonato 1956,Independiente,3,0,Huracan
Campeonato 1956,Huracan,1,1,Independiente
Campeonato 1956,Rosario Central,3,2,Ferro
Campeonato 1956,Ferro,1,2,Rosario Central
Campeonato 1956,Newells,2,2,Boca Juniors
Campeonato 1956,Boca Juniors,1,0,Independiente
Campeonato 1956,Independiente,1,0,Boca Juniors
Campeonato 1956,Ferro,2,3,San Lorenzo
Campeonato 1956,Independiente,2,2,Racing Club
Campeonato 1956,Velez,1,1,Racing Club
Campeonato 1956,Lanus,4,1,Huracan
Campeonato 1956,Chacarita,0,0,Huracan
Campeonato 1956,Newells,2,0,Rosario Central
Campeonato 1956,Rosario Central,1,2,Newells
Campeonato 1956,San Lorenzo,0,1,Huracan
Campeonato 1956,Huracan,2,4,San Lorenzo
Campeonato 1956,Estudiantes (LP),1,4,Ferro
Campeonato 1956,Ferro,1,3,Estudiantes (LP)
Campeonato 1956,Estudiantes (LP),3,0,Chacarita
Campeonato 1956,Gimnasia (LP),2,2,Velez
Campeonato 1956,Velez,3,4,Gimnasia (LP)
Campeonato 1956,Lanus,3,1,Ferro
Campeonato 1956,Chacarita,1,1,Argentinos
Campeonato 1956,Velez,1,3,Ferro
Campeonato 1956,Ferro,1,1,Velez
Campeonato 1956,Lanus,1,0,Tigre
Campeonato 1956,Tigre,4,2,Lanus
Campeonato 1956,Estudiantes (LP),4,1,Tigre
Campeonato 1956,Tigre,1,1,Estudiantes (LP)
Campeonato 1956,Racing Club,1,1,Gimnasia (LP)
Campeonato 1956,Lanus,1,1,Chacarita
Campeonato 1956,Independiente,1,1,Velez
Campeonato 1956,Chacarita,1,0,Estudiantes (LP)
Campeonato 1956,Tigre,1,2,River Plate
Campeonato 1956,River Plate,2,2,Tigre
Campeonato 1956,Newells,1,1,Lanus
Campeonato 1956,Huracan,3,1,Chacarita
Campeonato 1956,Argentinos,1,1,Boca Juniors
Campeonato 1956,Boca Juniors,6,3,Argentinos
Campeonato 1956,Boca Juniors,1,0,Gimnasia (LP)
Campeonato 1956,Gimnasia (LP),0,1,Boca Juniors
Campeonato 1956,Boca Juniors,4,1,Velez
Campeonato 1956,Velez,2,0,Boca Juniors
Campeonato 1956,Newells,3,2,Gimnasia (LP)
Campeonato 1956,Gimnasia (LP),3,2,Newells
Campeonato 1956,San Lorenzo,5,1,Tigre
Campeonato 1956,Velez,2,1,River Plate
Campeonato 1956,River Plate,4,2,Velez
Campeonato 1956,Tigre,1,1,San Lorenzo
Campeonato 1956,Tigre,1,4,Velez
Campeonato 1956,Estudiantes (LP),4,2,Huracan
Campeonato 1956,Huracan,1,1,Estudiantes (LP)
Campeonato 1956,Estudiantes (LP),0,0,Racing Club
Campeonato 1956,Racing Club,2,1,Estudiantes (LP)
Campeonato 1956,Chacarita,1,0,Rosario Central
Campeonato 1956,Lanus,2,1,Newells
Campeonato 1956,Ferro,1,1,Lanus
Campeonato 1956,Huracan,2,4,Lanus
Campeonato 1956,Huracan,1,1,River Plate
Campeonato 1956,Argentinos,2,2,Chacarita
Campeonato 1956,Lanus,2,0,Independiente
Campeonato 1956,Independiente,2,0,Estudiantes (LP)
Campeonato 1956,Gimnasia (LP),2,2,Huracan
Campeonato 1956,Velez,1,0,San Lorenzo
Campeonato 1956,San Lorenzo,0,1,Velez
Campeonato 1956,Independiente,1,4,Gimnasia (LP)
Campeonato 1956,Argentinos,1,2,River Plate
Campeonato 1956,River Plate,3,1,Argentinos
Campeonato 1956,San Lorenzo,0,0,Lanus
Campeonato 1956,Huracan,1,1,Gimnasia (LP)
Campeonato 1956,Tigre,2,2,Boca Juniors
Campeonato 1956,Boca Juniors,3,1,Tigre
Campeonato 1956,Gimnasia (LP),0,0,Independiente
Campeonato 1956,Racing Club,2,2,Newells
Campeonato 1956,Boca Juniors,0,2,Lanus
Campeonato 1956,Newells,1,1,Racing Club
Campeonato 1956,Estudiantes (LP),2,3,Gimnasia (LP)
Campeonato 1956,Gimnasia (LP),2,2,Estudiantes (LP)
Campeonato 1956,Gimnasia (LP),0,2,Rosario Central
Campeonato 1956,Rosario Central,2,2,Gimnasia (LP)
Campeonato 1956,Rosario Central,0,1,Racing Club
Campeonato 1956,Racing Club,4,1,Rosario Central
Campeonato 1956,Lanus,4,2,Rosario Central
Campeonato 1956,Rosario Central,2,2,Lanus
Campeonato 1956,Gimnasia (LP),1,4,Chacarita
Campeonato 1956,Chacarita,3,1,Gimnasia (LP)
Campeonato 1956,Independiente,3,1,Newells
Campeonato 1956,Newells,3,1,Independiente
Campeonato 1956,Lanus,2,2,Boca Juniors
Campeonato 1956,Estudiantes (LP),0,3,Argentinos
Campeonato 1956,Boca Juniors,4,1,Huracan
Campeonato 1956,San Lorenzo,1,0,Estudiantes (LP)
Campeonato 1956,Estudiantes (LP),0,1,San Lorenzo
Campeonato 1956,Ferro,0,2,Racing Club
Campeonato 1956,Racing Club,2,0,Ferro
Campeonato 1956,Racing Club,6,2,San Lorenzo
Campeonato 1956,Ferro,1,2,Argentinos
Campeonato 1956,Ferro,2,1,Independiente
Campeonato 1956,Independiente,2,1,Ferro
Campeonato 1956,San Lorenzo,0,0,Racing Club
Campeonato 1956,Argentinos,3,0,Estudiantes (LP)
Campeonato 1956,Huracan,1,2,Boca Juniors
Campeonato 1956,Estudiantes (LP),1,2,Independiente
Campeonato 1956,Estudiantes (LP),3,3,Boca Juniors
Campeonato 1956,Argentinos,1,2,Ferro
Campeonato 1956,Independiente,5,3,Lanus
Campeonato 1956,Boca Juniors,1,0,Estudiantes (LP)
Campeonato 1956,Rosario Central,1,0,Argentinos
Campeonato 1956,Argentinos,3,0,Rosario Central
Campeonato 1957,Velez,2,2,River Plate
Campeonato 1957,Velez,2,1,Lanus
Campeonato 1957,Independiente,1,0,Ferro
Campeonato 1957,Lanus,1,2,Estudiantes (LP)
Campeonato 1957,River Plate,2,1,Rosario Central
Campeonato 1957,Huracan,0,0,River Plate
Campeonato 1957,Argentinos,3,1,Racing Club
Campeonato 1957,Lanus,1,2,Tigre
Campeonato 1957,Racing Club,5,2,Argentinos
Campeonato 1957,Racing Club,1,0,Lanus
Campeonato 1957,Tigre,2,1,Ferro
Campeonato 1957,Ferro,1,2,Independiente
Campeonato 1957,Velez,0,1,Gimnasia (LP)
Campeonato 1957,Ferro,1,2,Racing Club
Campeonato 1957,Huracan,1,0,Boca Juniors
Campeonato 1957,Argentinos,4,1,River Plate
Campeonato 1957,River Plate,6,2,Argentinos
Campeonato 1957,Boca Juniors,0,0,Huracan
Campeonato 1957,Huracan,1,1,Racing Club
Campeonato 1957,Racing Club,5,0,Huracan
Campeonato 1957,Racing Club,2,0,Ferro
Campeonato 1957,San Lorenzo,2,1,Independiente
Campeonato 1957,Rosario Central,1,1,River Plate
Campeonato 1957,Estudiantes (LP),2,2,Lanus
Campeonato 1957,River Plate,2,2,Huracan
Campeonato 1957,Lanus,4,3,Racing Club
Campeonato 1957,Newells,4,0,Ferro
Campeonato 1957,Ferro,3,2,Newells
Campeonato 1957,San Lorenzo,5,1,Estudiantes (LP)
Campeonato 1957,San Lorenzo,2,1,Tigre
Campeonato 1957,Tigre,3,1,Atlanta
Campeonato 1957,San Lorenzo,2,0,Rosario Central
Campeonato 1957,Huracan,3,0,Atlanta
Campeonato 1957,Rosario Central,2,1,Lanus
Campeonato 1957,Lanus,1,0,Rosario Central
Campeonato 1957,Gimnasia (LP),0,2,Racing Club
Campeonato 1957,Atlanta,1,0,Ferro
Campeonato 1957,Lanus,1,1,Atlanta
Campeonato 1957,Independiente,1,2,Rosario Central
Campeonato 1957,Ferro,1,1,Atlanta
Campeonato 1957,Rosario Central,0,0,Independiente
Campeonato 1957,Gimnasia (LP),1,3,Boca Juniors
Campeonato 1957,Tigre,4,2,San Lorenzo
Campeonato 1957,Boca Juniors,3,1,Gimnasia (LP)
Campeonato 1957,Racing Club,3,0,Gimnasia (LP)
Campeonato 1957,River Plate,5,0,Velez
Campeonato 1957,Atlanta,3,1,Huracan
Campeonato 1957,Huracan,4,1,Lanus
Campeonato 1957,Atlanta,4,1,Lanus
Campeonato 1957,Estudiantes (LP),6,1,Tigre
Campeonato 1957,Atlanta,2,2,Newells
Campeonato 1957,Boca Juniors,2,0,Velez
Campeonato 1957,Racing Club,1,1,Velez
Campeonato 1957,Atlanta,1,1,Independiente
Campeonato 1957,Velez,2,1,Racing Club
Campeonato 1957,Independiente,2,0,Atlanta
Campeonato 1957,Gimnasia (LP),1,1,Newells
Campeonato 1957,Rosario Central,1,2,San Lorenzo
Campeonato 1957,Tigre,3,1,Estudiantes (LP)
Campeonato 1957,Lanus,2,3,Velez
Campeonato 1957,Atlanta,2,1,Tigre
Campeonato 1957,Independiente,2,2,San Lorenzo
Campeonato 1957,River Plate,6,1,Estudiantes (LP)
Campeonato 1957,Atlanta,1,3,San Lorenzo
Campeonato 1957,Tigre,1,1,Lanus
Campeonato 1957,River Plate,7,0,Ferro
Campeonato 1957,Ferro,2,4,River Plate
Campeonato 1957,Estudiantes (LP),0,0,San Lorenzo
Campeonato 1957,Velez,2,1,Rosario Central
Campeonato 1957,Newells,2,1,Lanus
Campeonato 1957,Boca Juniors,2,0,Independiente
Campeonato 1957,Newells,2,0,Racing Club
Campeonato 1957,Racing Club,1,2,Newells
Campeonato 1957,Tigre,0,0,River Plate
Campeonato 1957,River Plate,1,0,Tigre
Campeonato 1957,Atlanta,2,3,Racing Club
Campeonato 1957,Racing Club,5,1,Atlanta
Campeonato 1957,Independiente,1,0,Boca Juniors
Campeonato 1957,Independiente,1,1,Gimnasia (LP)
Campeonato 1957,Rosario Central,3,1,Newells
Campeonato 1957,Newells,1,1,Rosario Central
Campeonato 1957,Lanus,2,0,Newells
Campeonato 1957,Tigre,1,1,Boca Juniors
Campeonato 1957,San Lorenzo,3,0,Ferro
Campeonato 1957,Lanus,1,1,Boca Juniors
Campeonato 1957,Boca Juniors,2,1,Lanus
Campeonato 1957,Ferro,0,0,San Lorenzo
Campeonato 1957,Boca Juniors,2,1,Tigre
Campeonato 1957,Lanus,3,0,Independiente
Campeonato 1957,Gimnasia (LP),1,0,Independiente
Campeonato 1957,Estudiantes (LP),1,3,Racing Club
Campeonato 1957,Racing Club,2,2,Estudiantes (LP)
Campeonato 1957,Gimnasia (LP),2,1,Velez
Campeonato 1957,Velez,4,0,Boca Juniors
Campeonato 1957,Lanus,2,0,Huracan
Campeonato 1957,Rosario Central,4,0,Velez
Campeonato 1957,Ferro,2,1,Argentinos
Campeonato 1957,Estudiantes (LP),2,1,River Plate
Campeonato 1957,San Lorenzo,0,2,Atlanta
Campeonato 1957,Newells,0,0,Atlanta
Campeonato 1957,Lanus,3,1,Ferro
Campeonato 1957,Ferro,3,0,Lanus
Campeonato 1957,Ferro,1,2,Velez
Campeonato 1957,Racing Club,2,1,Rosario Central
Campeonato 1957,Huracan,4,0,Ferro
Campeonato 1957,Ferro,2,5,Huracan
Campeonato 1957,Velez,3,1,Ferro
Campeonato 1957,Rosario Central,1,2,Racing Club
Campeonato 1957,Ferro,3,3,Estudiantes (LP)
Campeonato 1957,Estudiantes (LP),2,1,Ferro
Campeonato 1957,Independiente,3,0,Velez
Campeonato 1957,Newells,0,0,Argentinos
Campeonato 1957,Argentinos,5,3,Newells
Campeonato 1957,Huracan,0,2,Gimnasia (LP)
Campeonato 1957,Gimnasia (LP),0,1,Huracan
Campeonato 1957,Velez,1,0,Independiente
Campeonato 1957,Huracan,4,1,Tigre
Campeonato 1957,Estudiantes (LP),1,0,Huracan
Campeonato 1957,Huracan,4,1,Estudiantes (LP)
Campeonato 1957,Argentinos,1,1,Ferro
Campeonato 1957,River Plate,2,1,Racing Club
Campeonato 1957,Velez,1,0,Estudiantes (LP)
Campeonato 1957,Racing Club,1,2,River Plate
Campeonato 1957,Argentinos,1,3,Rosario Central
Campeonato 1957,Rosario Central,3,0,Argentinos
Campeonato 1957,Estudiantes (LP),1,1,Velez
Campeonato 1957,Independiente,2,2,Racing Club
Campeonato 1957,Tigre,2,1,Huracan
Campeonato 1957,Newells,1,1,Independiente
Campeonato 1957,Huracan,3,5,San Lorenzo
Campeonato 1957,Boca Juniors,4,0,Atlanta
Campeonato 1957,Newells,3,1,Estudiantes (LP)
Campeonato 1957,Estudiantes (LP),0,0,Newells
Campeonato 1957,Racing Club,2,0,Boca Juniors
Campeonato 1957,Independiente,0,3,River Plate
Campeonato 1957,River Plate,2,0,Independiente
Campeonato 1957,Boca Juniors,3,0,Racing Club
Campeonato 1957,Boca Juniors,4,1,Newells
Campeonato 1957,Newells,0,0,Boca Juniors
Campeonato 1957,Tigre,1,1,Racing Club
Campeonato 1957,Velez,1,1,Tigre
Campeonato 1957,Tigre,0,2,Velez
Campeonato 1957,Independiente,2,0,Tigre
Campeonato 1957,Argentinos,0,0,Independiente
Campeonato 1957,Independiente,2,3,Estudiantes (LP)
Campeonato 1957,Lanus,3,2,San Lorenzo
Campeonato 1957,Rosario Central,1,1,Tigre
Campeonato 1957,Newells,2,1,Huracan
Campeonato 1957,San Lorenzo,4,0,Velez
Campeonato 1957,Velez,1,1,San Lorenzo
Campeonato 1957,Gimnasia (LP),2,2,Lanus
Campeonato 1957,Lanus,2,2,Gimnasia (LP)
Campeonato 1957,Rosario Central,4,1,Gimnasia (LP)
Campeonato 1957,Atlanta,2,1,Boca Juniors
Campeonato 1957,Gimnasia (LP),3,2,Rosario Central
Campeonato 1957,Racing Club,2,3,Independiente
Campeonato 1957,River Plate,1,1,San Lorenzo
Campeonato 1957,Ferro,2,0,Rosario Central
Campeonato 1957,Newells,2,1,Gimnasia (LP)
Campeonato 1957,Rosario Central,1,0,Ferro
Campeonato 1957,Tigre,2,2,Rosario Central
Campeonato 1957,San Lorenzo,5,1,River Plate
Campeonato 1957,Huracan,1,0,Newells
Campeonato 1957,Atlanta,1,3,River Plate
Campeonato 1957,Racing Club,2,0,Tigre
Campeonato 1957,Atlanta,2,2,Argentinos
Campeonato 1957,Argentinos,2,1,Atlanta
Campeonato 1957,San Lorenzo,0,1,Newells
Campeonato 1957,Independiente,3,1,Lanus
Campeonato 1957,Ferro,0,0,Boca Juniors
Campeonato 1957,Boca Juniors,1,0,Estudiantes (LP)
Campeonato 1957,Estudiantes (LP),3,1,Boca Juniors
Campeonato 1957,Atlanta,1,1,Estudiantes (LP)
Campeonato 1957,Estudiantes (LP),1,0,Atlanta
Campeonato 1957,Tigre,0,1,Independiente
Campeonato 1957,Gimnasia (LP),1,1,San Lorenzo
Campeonato 1957,Argentinos,2,0,Tigre
Campeonato 1957,San Lorenzo,8,1,Gimnasia (LP)
Campeonato 1957,Tigre,4,1,Argentinos
Campeonato 1957,Argentinos,3,3,San Lorenzo
Campeonato 1957,San Lorenzo,1,0,Argentinos
Campeonato 1957,Newells,4,1,San Lorenzo
Campeonato 1957,Huracan,2,0,Rosario Central
Campeonato 1957,Rosario Central,1,2,Huracan
Campeonato 1957,Estudiantes (LP),2,2,Gimnasia (LP)
Campeonato 1957,Gimnasia (LP),0,1,Estudiantes (LP)
Campeonato 1957,Boca Juniors,0,0,Rosario Central
Campeonato 1957,Rosario Central,1,3,Boca Juniors
Campeonato 1957,River Plate,4,1,Atlanta
Campeonato 1957,Boca Juniors,1,0,Ferro
Campeonato 1957,Argentinos,0,2,Huracan
Campeonato 1957,Huracan,1,4,Argentinos
Campeonato 1957,Argentinos,3,2,Lanus
Campeonato 1957,Estudiantes (LP),2,1,Rosario Central
Campeonato 1957,Lanus,1,1,Argentinos
Campeonato 1957,Rosario Central,2,0,Estudiantes (LP)
Campeonato 1957,Independiente,0,0,Argentinos
Campeonato 1957,River Plate,5,2,Lanus
Campeonato 1957,San Lorenzo,3,1,Lanus
Campeonato 1957,Huracan,1,0,Independiente
Campeonato 1957,River Plate,5,3,Boca Juniors
Campeonato 1957,Tigre,5,0,Gimnasia (LP)
Campeonato 1957,Gimnasia (LP),3,0,Tigre
Campeonato 1957,Gimnasia (LP),2,5,Atlanta
Campeonato 1957,River Plate,2,0,Gimnasia (LP)
Campeonato 1957,Newells,2,0,Tigre
Campeonato 1957,Gimnasia (LP),0,2,River Plate
Campeonato 1957,River Plate,1,0,Newells
Campeonato 1957,Newells,0,2,River Plate
Campeonato 1957,Tigre,0,1,Newells
Campeonato 1957,Atlanta,0,0,Rosario Central
Campeonato 1957,Ferro,3,1,Gimnasia (LP)
Campeonato 1957,Rosario Central,1,0,Atlanta
Campeonato 1957,Gimnasia (LP),3,2,Ferro
Campeonato 1957,Estudiantes (LP),0,0,Independiente
Campeonato 1957,Velez,3,1,Newells
Campeonato 1957,Atlanta,1,4,Velez
Campeonato 1957,Newells,0,0,Velez
Campeonato 1957,Argentinos,3,3,Velez
Campeonato 1957,Lanus,0,0,River Plate
Campeonato 1957,Argentinos,0,2,Estudiantes (LP)
Campeonato 1957,Ferro,2,0,Tigre
Campeonato 1957,Velez,1,1,Argentinos
Campeonato 1957,Atlanta,0,0,Gimnasia (LP)
Campeonato 1957,Estudiantes (LP),4,3,Argentinos
Campeonato 1957,Huracan,1,1,Velez
Campeonato 1957,Velez,0,1,Huracan
Campeonato 1957,Velez,1,1,Atlanta
Campeonato 1957,Boca Juniors,2,2,River Plate
Campeonato 1957,Gimnasia (LP),3,1,Argentinos
Campeonato 1957,San Lorenzo,3,2,Boca Juniors
Campeonato 1957,San Lorenzo,2,2,Racing Club
Campeonato 1957,Argentinos,0,0,Boca Juniors
Campeonato 1957,Boca Juniors,4,2,San Lorenzo
Campeonato 1957,San Lorenzo,1,0,Huracan
Campeonato 1957,Independiente,2,0,Huracan
Campeonato 1957,Argentinos,3,2,Gimnasia (LP)
Campeonato 1957,Racing Club,1,0,San Lorenzo
Campeonato 1957,Boca Juniors,0,1,Argentinos
Campeonato 1957,Independiente,4,0,Newells
Campeonato 1958,Lanus,1,5,Boca Juniors
Campeonato 1958,Central Cba (R),5,2,Velez
Campeonato 1958,Argentinos,1,1,Atlanta
Campeonato 1958,Lanus,2,2,Huracan
Campeonato 1958,Gimnasia (LP),2,3,Independiente
Campeonato 1958,Velez,3,1,Central Cba (R)
Campeonato 1958,Central Cba (R),1,0,Huracan
Campeonato 1958,Independiente,4,2,Newells
Campeonato 1958,Argentinos,2,3,Central Cba (R)
Campeonato 1958,Huracan,5,0,Central Cba (R)
Campeonato 1958,Independiente,3,4,Lanus
Campeonato 1958,San Lorenzo,3,1,Huracan
Campeonato 1958,Boca Juniors,2,0,Central Cba (R)
Campeonato 1958,Huracan,0,2,Argentinos
Campeonato 1958,Central Cba (R),6,1,Estudiantes (LP)
Campeonato 1958,Estudiantes (LP),5,0,Central Cba (R)
Campeonato 1958,Velez,3,1,Atlanta
Campeonato 1958,Tigre,2,1,Estudiantes (LP)
Campeonato 1958,Tigre,0,0,Independiente
Campeonato 1958,Newells,1,1,Estudiantes (LP)
Campeonato 1958,Huracan,2,4,San Lorenzo
Campeonato 1958,Huracan,1,1,River Plate
Campeonato 1958,Huracan,3,0,Lanus
Campeonato 1958,Independiente,2,2,Gimnasia (LP)
Campeonato 1958,Estudiantes (LP),6,1,Tigre
Campeonato 1958,Lanus,3,3,Independiente
Campeonato 1958,Argentinos,3,0,Huracan
Campeonato 1958,Central Cba (R),3,2,Boca Juniors
Campeonato 1958,Estudiantes (LP),3,0,Newells
Campeonato 1958,Central Cba (R),4,2,Gimnasia (LP)
Campeonato 1958,Gimnasia (LP),2,2,Central Cba (R)
Campeonato 1958,Independiente,6,0,Tigre
Campeonato 1958,Central Cba (R),0,3,Argentinos
Campeonato 1958,Velez,1,0,River Plate
Campeonato 1958,Atlanta,0,1,Velez
Campeonato 1958,Argentinos,2,2,Lanus
Campeonato 1958,Rosario Central,0,1,Huracan
Campeonato 1958,Rosario Central,2,1,Boca Juniors
Campeonato 1958,Gimnasia (LP),5,3,Newells
Campeonato 1958,Atlanta,2,1,Gimnasia (LP)
Campeonato 1958,Newells,1,1,Tigre
Campeonato 1958,Gimnasia (LP),1,1,Atlanta
Campeonato 1958,Tigre,0,2,Newells
Campeonato 1958,Racing Club,2,0,Rosario Central
Campeonato 1958,Newells,1,1,Independiente
Campeonato 1958,Lanus,2,2,San Lorenzo
Campeonato 1958,Rosario Central,0,0,Racing Club
Campeonato 1958,Rosario Central,2,2,Gimnasia (LP)
Campeonato 1958,Gimnasia (LP),1,1,Rosario Central
Campeonato 1958,Newells,1,0,Gimnasia (LP)
Campeonato 1958,Boca Juniors,1,1,Argentinos
Campeonato 1958,Argentinos,1,0,Boca Juniors
Campeonato 1958,Gimnasia (LP),2,1,Huracan
Campeonato 1958,Rosario Central,3,1,Argentinos
Campeonato 1958,Velez,1,0,Tigre
Campeonato 1958,Tigre,1,1,Velez
Campeonato 1958,Argentinos,2,4,River Plate
Campeonato 1958,Independiente,5,1,Huracan
Campeonato 1958,San Lorenzo,3,3,Lanus
Campeonato 1958,Huracan,3,1,Independiente
Campeonato 1958,Huracan,2,1,Atlanta
Campeonato 1958,Atlanta,3,1,Huracan
Campeonato 1958,Huracan,2,1,Gimnasia (LP)
Campeonato 1958,Velez,2,1,Gimnasia (LP)
Campeonato 1958,Independiente,1,1,Racing Club
Campeonato 1958,Velez,1,1,Boca Juniors
Campeonato 1958,Gimnasia (LP),0,5,Velez
Campeonato 1958,Boca Juniors,3,2,Rosario Central
Campeonato 1958,River Plate,0,0,Velez
Campeonato 1958,Argentinos,1,3,San Lorenzo
Campeonato 1958,San Lorenzo,6,3,Argentinos
Campeonato 1958,River Plate,5,1,Rosario Central
Campeonato 1958,Rosario Central,3,2,River Plate
Campeonato 1958,River Plate,0,3,Atlanta
Campeonato 1958,Atlanta,0,1,River Plate
Campeonato 1958,Huracan,0,1,Rosario Central
Campeonato 1958,Lanus,2,2,Argentinos
Campeonato 1958,Racing Club,1,2,Boca Juniors
