date_name,local_team,local_result,visitor_result,visitor_team
Campeonato 1990/91,Estudiantes (LP),0,2,River Plate
Campeonato 1990/91,Chaco For Ever,2,3,Rosario Central
Campeonato 1990/91,Independiente,3,4,Velez
Campeonato 1990/91,Huracan,0,1,River Plate
Campeonato 1990/91,Dep Mandiyu (C),2,1,River Plate
Campeonato 1990/91,Lanus,1,4,Racing Club
Campeonato 1990/91,San Lorenzo,1,0,Chaco For Ever
Campeonato 1990/91,San Lorenzo,1,1,Dep Mandiyu (C)
Campeonato 1990/91,Velez,1,2,Chaco For Ever
Campeonato 1990/91,Newells,1,0,Boca Juniors
Campeonato 1990/91,Chaco For Ever,2,0,Talleres (C)
Campeonato 1990/91,Rosario Central,2,0,Platense
Campeonato 1990/91,Lanus,0,0,San Lorenzo
Campeonato 1990/91,Dep Mandiyu (C),1,0,Independiente
Campeonato 1990/91,Independiente,1,1,Argentinos
Campeonato 1990/91,Ferro,2,2,Platense
Campeonato 1990/91,Ferro,4,1,Talleres (C)
Campeonato 1990/91,Rosario Central,1,1,Dep Mandiyu (C)
Campeonato 1990/91,Argentinos,1,0,Chaco For Ever
Campeonato 1990/91,Argentinos,1,2,Platense
Campeonato 1990/91,Estudiantes (LP),0,1,Argentinos
Campeonato 1990/91,Huracan,0,2,Boca Juniors
Campeonato 1990/91,Union,1,2,Chaco For Ever
Campeonato 1990/91,Platense,0,1,Lanus
Campeonato 1990/91,Talleres (C),2,1,Lanus
Campeonato 1990/91,Lanus,1,0,Argentinos
Campeonato 1990/91,Estudiantes (LP),0,0,Gimnasia (LP)
Campeonato 1990/91,Lanus,0,0,Union
Campeonato 1990/91,Boca Juniors,3,2,Argentinos
Campeonato 1990/91,Racing Club,0,0,Ferro
Campeonato 1990/91,Gimnasia (LP),1,1,Racing Club
Campeonato 1990/91,Newells,1,1,Velez
Campeonato 1990/91,Platense,3,1,Independiente
Campeonato 1990/91,San Lorenzo,2,0,Talleres (C)
Campeonato 1990/91,Huracan,0,0,Lanus
Campeonato 1990/91,Dep Mandiyu (C),0,1,Velez
Campeonato 1990/91,Dep Mandiyu (C),1,0,Racing Club
Campeonato 1990/91,Argentinos,1,0,Union
Campeonato 1990/91,Independiente,1,2,Boca Juniors
Campeonato 1990/91,Argentinos,1,0,Dep Mandiyu (C)
Campeonato 1990/91,Ferro,1,0,Estudiantes (LP)
Campeonato 1990/91,Lanus,0,2,Rosario Central
Campeonato 1990/91,Argentinos,2,0,Dep. Español
Campeonato 1990/91,Union,1,0,Dep Mandiyu (C)
Campeonato 1990/91,Dep. Español,1,1,Dep Mandiyu (C)
Campeonato 1990/91,Huracan,0,1,Independiente
Campeonato 1990/91,San Lorenzo,2,1,Union
Campeonato 1990/91,Talleres (C),2,0,Dep Mandiyu (C)
Campeonato 1990/91,Union,1,0,Platense
Campeonato 1990/91,Argentinos,2,0,Rosario Central
Campeonato 1990/91,Rosario Central,2,2,River Plate
Campeonato 1990/91,Independiente,1,1,Gimnasia (LP)
Campeonato 1990/91,River Plate,1,2,Argentinos
Campeonato 1990/91,Talleres (C),1,2,Estudiantes (LP)
Campeonato 1990/91,Talleres (C),1,0,Velez
Campeonato 1990/91,Boca Juniors,0,0,Talleres (C)
Campeonato 1990/91,Dep. Español,0,2,Newells
Campeonato 1990/91,Rosario Central,2,0,Huracan
Campeonato 1990/91,Estudiantes (LP),1,0,Chaco For Ever
Campeonato 1990/91,Rosario Central,2,0,Dep. Español
Campeonato 1990/91,Chaco For Ever,0,2,Dep. Español
Campeonato 1990/91,Platense,1,0,Boca Juniors
Campeonato 1990/91,Lanus,0,2,Dep. Español
Campeonato 1990/91,Huracan,0,0,Racing Club
Campeonato 1990/91,San Lorenzo,1,1,Ferro
Campeonato 1990/91,Chaco For Ever,2,0,Dep Mandiyu (C)
Campeonato 1990/91,Ferro,2,1,Dep Mandiyu (C)
Campeonato 1990/91,Newells,0,1,River Plate
Campeonato 1990/91,San Lorenzo,2,1,Dep. Español
Campeonato 1990/91,San Lorenzo,1,1,Newells
Campeonato 1990/91,Estudiantes (LP),1,1,Huracan
Campeonato 1990/91,Boca Juniors,0,0,Chaco For Ever
Campeonato 1990/91,River Plate,1,1,Racing Club
Campeonato 1990/91,Velez,2,2,Estudiantes (LP)
Campeonato 1990/91,Gimnasia (LP),1,1,Union
Campeonato 1990/91,Ferro,0,2,Huracan
Campeonato 1990/91,Newells,2,0,Racing Club
Campeonato 1990/91,Platense,1,1,San Lorenzo
Campeonato 1990/91,River Plate,0,0,Union
Campeonato 1990/91,Rosario Central,2,1,Talleres (C)
Campeonato 1990/91,Dep. Español,1,1,Huracan
Campeonato 1990/91,Dep Mandiyu (C),1,1,Lanus
Campeonato 1990/91,Boca Juniors,0,0,Estudiantes (LP)
Campeonato 1990/91,Ferro,0,0,Gimnasia (LP)
Campeonato 1990/91,Estudiantes (LP),1,1,Platense
Campeonato 1990/91,Racing Club,2,1,San Lorenzo
Campeonato 1990/91,Dep. Español,1,2,Talleres (C)
Campeonato 1990/91,Chaco For Ever,1,1,Ferro
Campeonato 1990/91,Huracan,3,1,Argentinos
Campeonato 1990/91,Boca Juniors,1,2,Rosario Central
Campeonato 1990/91,Boca Juniors,0,1,Dep. Español
Campeonato 1990/91,Union,1,3,Newells
Campeonato 1990/91,Gimnasia (LP),0,4,Argentinos
Campeonato 1990/91,River Plate,1,2,Velez
Campeonato 1990/91,Velez,1,1,Boca Juniors
Campeonato 1990/91,Argentinos,0,0,Newells
Campeonato 1990/91,Chaco For Ever,1,0,Platense
Campeonato 1990/91,Newells,1,2,Huracan
Campeonato 1990/91,Chaco For Ever,1,5,Newells
Campeonato 1990/91,Lanus,1,3,Chaco For Ever
Campeonato 1990/91,Boca Juniors,2,2,Dep Mandiyu (C)
Campeonato 1990/91,Rosario Central,3,4,Newells
Campeonato 1990/91,Racing Club,1,1,Estudiantes (LP)
Campeonato 1990/91,Velez,1,0,Union
Campeonato 1990/91,Racing Club,1,1,Rosario Central
Campeonato 1990/91,Gimnasia (LP),1,1,Rosario Central
Campeonato 1990/91,Newells,1,0,Independiente
Campeonato 1990/91,Gimnasia (LP),2,3,Lanus
Campeonato 1990/91,Gimnasia (LP),1,0,San Lorenzo
Campeonato 1990/91,Dep. Español,0,1,River Plate
Campeonato 1990/91,San Lorenzo,0,0,Rosario Central
Campeonato 1990/91,Lanus,0,1,Ferro
Campeonato 1990/91,Gimnasia (LP),4,0,Chaco For Ever
Campeonato 1990/91,Argentinos,0,1,Talleres (C)
Campeonato 1990/91,Talleres (C),2,1,Gimnasia (LP)
Campeonato 1990/91,Racing Club,0,0,Chaco For Ever
Campeonato 1990/91,Union,2,3,Ferro
Campeonato 1990/91,Chaco For Ever,2,2,Huracan
Campeonato 1990/91,Independiente,2,1,River Plate
Campeonato 1990/91,Chaco For Ever,0,1,Independiente
Campeonato 1990/91,Racing Club,2,2,Dep. Español
Campeonato 1990/91,Dep. Español,3,1,Platense
Campeonato 1990/91,Racing Club,0,1,Boca Juniors
Campeonato 1990/91,Estudiantes (LP),1,1,San Lorenzo
Campeonato 1990/91,Dep. Español,0,2,Independiente
Campeonato 1990/91,Newells,2,0,Estudiantes (LP)
Campeonato 1990/91,Union,2,0,Rosario Central
Campeonato 1990/91,Rosario Central,0,1,Ferro
Campeonato 1990/91,River Plate,1,0,Gimnasia (LP)
Campeonato 1990/91,Argentinos,0,0,Ferro
Campeonato 1990/91,Talleres (C),0,2,Platense
Campeonato 1990/91,Platense,0,0,Racing Club
Campeonato 1990/91,Newells,1,0,Platense
Campeonato 1990/91,Union,1,3,Huracan
Campeonato 1990/91,Dep. Español,1,2,Estudiantes (LP)
Campeonato 1990/91,Platense,1,5,Velez
Campeonato 1990/91,Velez,0,1,Rosario Central
Campeonato 1990/91,Talleres (C),1,2,River Plate
Campeonato 1990/91,Dep. Español,1,1,Velez
Campeonato 1990/91,Dep Mandiyu (C),2,2,Huracan
Campeonato 1990/91,Boca Juniors,1,1,Ferro
Campeonato 1990/91,Ferro,0,0,Dep. Español
Campeonato 1990/91,Racing Club,2,2,Argentinos
Campeonato 1990/91,River Plate,2,0,Boca Juniors
Campeonato 1990/91,Talleres (C),1,1,Independiente
Campeonato 1990/91,Velez,2,2,Argentinos
Campeonato 1990/91,Lanus,1,3,Boca Juniors
Campeonato 1990/91,Ferro,1,1,Newells
Campeonato 1990/91,Gimnasia (LP),0,0,Velez
Campeonato 1990/91,Independiente,1,1,San Lorenzo
Campeonato 1990/91,Lanus,0,1,Estudiantes (LP)
Campeonato 1990/91,Dep Mandiyu (C),3,0,Gimnasia (LP)
Campeonato 1990/91,Talleres (C),0,0,Newells
Campeonato 1990/91,Newells,3,1,Lanus
Campeonato 1990/91,Huracan,0,0,San Lorenzo
Campeonato 1990/91,Union,2,1,Dep. Español
Campeonato 1990/91,Dep. Español,1,1,Gimnasia (LP)
Campeonato 1990/91,Union,4,4,Talleres (C)
Campeonato 1990/91,Independiente,2,2,Union
Campeonato 1990/91,Independiente,1,1,Racing Club
Campeonato 1990/91,Ferro,0,3,River Plate
Campeonato 1990/91,Dep Mandiyu (C),0,0,Estudiantes (LP)
Campeonato 1990/91,Boca Juniors,2,0,Union
Torneo Clausura 1991,Boca Juniors,1,1,Racing Club
Torneo Apertura 1991,Belgrano,1,1,Rosario Central
Torneo Apertura 1991,Talleres (C),2,1,Quilmes
Torneo Clausura 1991,Huracan,0,2,Dep Mandiyu (C)
Torneo Apertura 1991,Belgrano,0,3,River Plate
Torneo Apertura 1991,Estudiantes (LP),1,0,Independiente
Torneo Apertura 1991,Talleres (C),0,0,Newells
Torneo Clausura 1991,Velez,1,1,Huracan
Torneo Clausura 1991,Boca Juniors,6,1,Racing Club
Torneo Apertura 1991,San Lorenzo,1,1,Belgrano
Torneo Apertura 1991,Velez,5,0,Huracan
Torneo Clausura 1991,Lanus,0,0,Huracan
Torneo Apertura 1991,Quilmes,0,0,San Lorenzo
Torneo Clausura 1991,Dep. Español,1,0,Argentinos
Torneo Clausura 1991,Estudiantes (LP),0,1,Lanus
Torneo Apertura 1991,Racing Club,1,2,Talleres (C)
Torneo Apertura 1991,Argentinos,5,2,Dep. Español
Torneo Clausura 1991,Talleres (C),2,3,Argentinos
Torneo Clausura 1991,Newells,2,1,Talleres (C)
Torneo Apertura 1991,Platense,0,0,Ferro
Torneo Clausura 1991,River Plate,0,1,Estudiantes (LP)
Torneo Clausura 1991,Lanus,1,1,Independiente
Torneo Clausura 1991,Rosario Central,0,1,Racing Club
Torneo Apertura 1991,Racing Club,1,1,Rosario Central
Torneo Apertura 1991,Ferro,0,1,River Plate
Torneo Apertura 1991,Union,0,1,Racing Club
Torneo Clausura 1991,Union,3,1,Racing Club
Torneo Apertura 1991,Velez,2,2,Platense
Torneo Clausura 1991,Independiente,1,1,Estudiantes (LP)
Torneo Clausura 1991,Talleres (C),1,1,Racing Club
Torneo Apertura 1991,Estudiantes (LP),1,1,Belgrano
Torneo Clausura 1991,Argentinos,3,1,Gimnasia (LP)
Torneo Apertura 1991,Talleres (C),1,1,Huracan
Torneo Clausura 1991,Velez,2,0,Platense
Torneo Clausura 1991,Platense,0,0,Ferro
Torneo Apertura 1991,Talleres (C),2,0,Argentinos
Torneo Clausura 1991,Newells,1,1,Union
Torneo Apertura 1991,Estudiantes (LP),2,2,River Plate
Torneo Apertura 1991,Newells,0,0,Union
Torneo Clausura 1991,River Plate,1,1,Ferro
Torneo Apertura 1991,Argentinos,0,0,Gimnasia (LP)
Torneo Apertura 1991,Huracan,2,1,Ferro
Torneo Apertura 1991,Argentinos,1,1,Newells
Torneo Apertura 1991,Belgrano,1,1,Ferro
Torneo Apertura 1991,San Lorenzo,0,0,Racing Club
Torneo Clausura 1991,San Lorenzo,2,1,Racing Club
Torneo Clausura 1991,Huracan,0,0,Estudiantes (LP)
Torneo Apertura 1991,Union,0,0,Boca Juniors
Torneo Apertura 1991,River Plate,5,1,Quilmes
Torneo Apertura 1991,Huracan,3,2,Dep Mandiyu (C)
Torneo Clausura 1991,Independiente,1,1,Ferro
Torneo Apertura 1991,Ferro,2,3,Independiente
Torneo Apertura 1991,Ferro,1,0,Quilmes
Torneo Apertura 1991,Dep. Español,1,0,Belgrano
Torneo Apertura 1991,Independiente,2,0,Huracan
Torneo Apertura 1991,Independiente,1,1,Argentinos
Torneo Apertura 1991,Racing Club,2,1,Belgrano
Torneo Apertura 1991,Racing Club,0,0,Ferro
Torneo Apertura 1991,Belgrano,0,0,Dep Mandiyu (C)
Torneo Clausura 1991,Ferro,1,1,Racing Club
Torneo Clausura 1991,Racing Club,5,2,River Plate
Torneo Clausura 1991,Huracan,1,0,Ferro
Torneo Apertura 1991,Quilmes,0,0,Rosario Central
Torneo Apertura 1991,Dep Mandiyu (C),0,0,Gimnasia (LP)
Torneo Clausura 1991,Union,0,4,Boca Juniors
Torneo Apertura 1991,Racing Club,0,0,River Plate
Torneo Apertura 1991,Gimnasia (LP),2,0,Estudiantes (LP)
Torneo Clausura 1991,Gimnasia (LP),0,2,Estudiantes (LP)
Torneo Clausura 1991,Independiente,1,0,Huracan
Torneo Clausura 1991,Argentinos,1,1,Independiente
Torneo Apertura 1991,Huracan,2,0,Estudiantes (LP)
Torneo Apertura 1991,San Lorenzo,2,2,Independiente
Torneo Clausura 1991,San Lorenzo,1,0,Independiente
Torneo Apertura 1991,Union,0,0,Quilmes
Torneo Apertura 1991,Quilmes,1,2,Velez
Torneo Clausura 1991,Argentinos,0,0,Lanus
Torneo Clausura 1991,Newells,3,1,Argentinos
Torneo Apertura 1991,Talleres (C),1,0,Velez
Torneo Apertura 1991,Argentinos,0,1,Huracan
Torneo Clausura 1991,Argentinos,0,0,Huracan
Torneo Clausura 1991,Independiente,1,1,San Lorenzo
Torneo Clausura 1991,San Lorenzo,2,1,Independiente
Torneo Clausura 1991,Talleres (C),1,2,Boca Juniors
Torneo Apertura 1991,Boca Juniors,0,0,Racing Club
Torneo Apertura 1991,Talleres (C),0,1,Boca Juniors
Torneo Apertura 1991,Racing Club,1,1,Quilmes
Torneo Clausura 1991,Velez,2,1,Talleres (C)
Torneo Clausura 1991,Racing Club,0,2,Huracan
Torneo Clausura 1991,River Plate,0,0,Huracan
Torneo Apertura 1991,River Plate,1,0,Huracan
Torneo Apertura 1991,Ferro,1,1,Argentinos
Torneo Apertura 1991,Velez,4,1,Newells
Torneo Clausura 1991,Velez,3,1,Newells
Torneo Clausura 1991,Ferro,2,2,Argentinos
Torneo Apertura 1991,Argentinos,0,0,Estudiantes (LP)
Torneo Clausura 1991,Argentinos,3,2,Estudiantes (LP)
Torneo Apertura 1991,Huracan,1,1,Racing Club
Torneo Clausura 1991,Gimnasia (LP),1,1,Dep Mandiyu (C)
Torneo Clausura 1991,Racing Club,0,0,Boca Juniors
Torneo Clausura 1991,Huracan,1,0,Talleres (C)
Torneo Apertura 1991,Rosario Central,2,0,Estudiantes (LP)
Torneo Apertura 1991,Quilmes,0,0,Huracan
Torneo Apertura 1991,Racing Club,0,0,Independiente
Torneo Clausura 1991,Racing Club,0,0,Independiente
Torneo Apertura 1991,Newells,0,0,Racing Club
Torneo Clausura 1991,Racing Club,1,0,Newells
Torneo Apertura 1991,Gimnasia (LP),1,0,Dep. Español
Torneo Clausura 1991,Gimnasia (LP),2,1,Dep. Español
Torneo Apertura 1991,Velez,1,0,Estudiantes (LP)
Torneo Clausura 1991,San Lorenzo,0,1,Huracan
Torneo Clausura 1991,Talleres (C),1,1,Union
Torneo Apertura 1991,Rosario Central,0,0,Gimnasia (LP)
Torneo Clausura 1991,Rosario Central,0,0,Gimnasia (LP)
Torneo Apertura 1991,San Lorenzo,1,1,Platense
Torneo Clausura 1991,San Lorenzo,0,0,Platense
Torneo Clausura 1991,Estudiantes (LP),2,1,Velez
Torneo Clausura 1991,Talleres (C),1,0,Rosario Central
Torneo Apertura 1991,Huracan,2,2,San Lorenzo
Torneo Apertura 1991,Rosario Central,1,0,Union
Torneo Clausura 1991,Rosario Central,0,0,Union
Torneo Apertura 1991,Racing Club,0,0,Argentinos
Torneo Apertura 1991,Quilmes,0,1,Newells
Torneo Apertura 1991,Belgrano,0,1,Independiente
Torneo Apertura 1991,Dep. Español,3,3,Estudiantes (LP)
Torneo Clausura 1991,Estudiantes (LP),3,1,Dep. Español
Torneo Clausura 1991,Rosario Central,1,1,Velez
Torneo Apertura 1991,Rosario Central,0,2,Velez
Torneo Clausura 1991,Estudiantes (LP),2,0,Talleres (C)
Torneo Apertura 1991,Newells,2,2,Ferro
Torneo Clausura 1991,Newells,3,0,Ferro
Torneo Apertura 1991,Talleres (C),1,1,Estudiantes (LP)
Torneo Apertura 1991,Boca Juniors,0,0,River Plate
Torneo Clausura 1991,Boca Juniors,1,0,River Plate
Torneo Apertura 1991,Dep. Español,1,0,Ferro
Torneo Clausura 1991,Dep. Español,1,1,Ferro
Torneo Clausura 1991,Ferro,0,0,Boca Juniors
Torneo Apertura 1991,Boca Juniors,1,0,Ferro
Torneo Clausura 1991,Argentinos,0,0,Racing Club
Torneo Apertura 1991,Talleres (C),3,1,Rosario Central
Torneo Clausura 1991,Platense,0,2,Newells
Torneo Apertura 1991,Dep. Español,1,0,Huracan
Torneo Clausura 1991,Estudiantes (LP),0,0,Boca Juniors
Torneo Clausura 1991,Huracan,4,3,Chaco For Ever
Torneo Clausura 1991,Ferro,0,0,Lanus
Torneo Apertura 1991,Union,0,0,Ferro
Torneo Clausura 1991,Ferro,2,0,Union
Torneo Apertura 1991,River Plate,3,1,Independiente
Torneo Clausura 1991,River Plate,1,1,Independiente
Torneo Clausura 1991,Independiente,1,1,Chaco For Ever
Torneo Apertura 1991,Rosario Central,0,1,San Lorenzo
Torneo Clausura 1991,Union,0,0,Independiente
Torneo Apertura 1991,Dep. Español,1,1,Platense
Torneo Clausura 1991,Platense,1,0,Dep. Español
Torneo Clausura 1991,Lanus,0,0,Gimnasia (LP)
Torneo Clausura 1991,Dep. Español,0,1,Boca Juniors
Torneo Apertura 1991,Boca Juniors,3,3,Dep. Español
Torneo Clausura 1991,Chaco For Ever,1,3,Lanus
Torneo Clausura 1991,Huracan,1,1,Newells
Torneo Apertura 1991,Union,0,0,Independiente
Torneo Clausura 1991,Rosario Central,2,1,San Lorenzo
Torneo Clausura 1991,San Lorenzo,2,1,Gimnasia (LP)
Torneo Apertura 1991,Union,0,0,Talleres (C)
Torneo Apertura 1991,Estudiantes (LP),1,0,Boca Juniors
Torneo Clausura 1991,Platense,1,0,Estudiantes (LP)
Torneo Apertura 1991,Estudiantes (LP),0,0,Platense
Torneo Apertura 1991,Newells,0,1,River Plate
Torneo Clausura 1991,River Plate,1,1,Newells
Torneo Apertura 1991,Independiente,1,0,Dep. Español
Torneo Clausura 1991,Independiente,3,1,Dep. Español
Torneo Clausura 1991,Dep Mandiyu (C),2,0,Chaco For Ever
Torneo Clausura 1991,Dep. Español,2,3,Lanus
Torneo Clausura 1991,Dep. Español,1,1,Chaco For Ever
Torneo Clausura 1991,Chaco For Ever,0,0,Estudiantes (LP)
Torneo Clausura 1991,Boca Juniors,3,0,Platense
Torneo Apertura 1991,Platense,0,2,Boca Juniors
Torneo Apertura 1991,Dep. Español,1,0,Newells
Torneo Clausura 1991,Newells,0,0,Dep. Español
Torneo Clausura 1991,Ferro,4,2,Chaco For Ever
Torneo Clausura 1991,Chaco For Ever,0,0,Gimnasia (LP)
Torneo Clausura 1991,Huracan,0,4,Dep. Español
Torneo Apertura 1991,Newells,0,0,Platense
Torneo Apertura 1991,Platense,2,1,Racing Club
Torneo Clausura 1991,Racing Club,0,2,Platense
Torneo Clausura 1991,Argentinos,1,1,River Plate
Torneo Apertura 1991,River Plate,0,1,Argentinos
Torneo Apertura 1991,Dep Mandiyu (C),0,0,River Plate
Torneo Clausura 1991,Dep Mandiyu (C),0,2,River Plate
Torneo Clausura 1991,River Plate,2,0,Dep Mandiyu (C)
Torneo Clausura 1991,River Plate,2,2,Dep Mandiyu (C)
Torneo Clausura 1991,Union,0,2,San Lorenzo
Torneo Clausura 1991,Dep Mandiyu (C),1,0,Dep. Español
Torneo Apertura 1991,San Lorenzo,1,2,Union
Torneo Clausura 1991,Racing Club,2,1,Lanus
Torneo Apertura 1991,Quilmes,1,1,Gimnasia (LP)
Torneo Apertura 1991,Dep Mandiyu (C),3,1,Rosario Central
Torneo Clausura 1991,Dep Mandiyu (C),1,0,Rosario Central
Torneo Clausura 1991,Boca Juniors,2,0,Huracan
Torneo Apertura 1991,Boca Juniors,1,1,Huracan
Torneo Clausura 1991,Huracan,1,0,Platense
Torneo Clausura 1991,Velez,1,1,Independiente
Torneo Apertura 1991,Dep Mandiyu (C),2,1,Dep. Español
Torneo Clausura 1991,Rosario Central,1,2,Lanus
Torneo Clausura 1991,Racing Club,2,0,Dep Mandiyu (C)
Torneo Apertura 1991,Huracan,1,1,Belgrano
Torneo Apertura 1991,Independiente,1,2,Velez
Torneo Clausura 1991,Lanus,1,1,River Plate
Torneo Apertura 1991,Platense,0,1,River Plate
Torneo Clausura 1991,River Plate,0,0,Platense
Torneo Apertura 1991,Gimnasia (LP),0,0,Platense
Torneo Clausura 1991,Gimnasia (LP),0,0,Platense
Torneo Apertura 1991,Platense,2,0,Dep Mandiyu (C)
Torneo Clausura 1991,Platense,0,0,Dep Mandiyu (C)
Torneo Apertura 1991,Dep Mandiyu (C),3,0,Quilmes
Torneo Clausura 1991,San Lorenzo,4,1,Velez
Torneo Apertura 1991,Velez,1,1,San Lorenzo
Torneo Clausura 1991,Union,1,1,Estudiantes (LP)
Torneo Apertura 1991,Estudiantes (LP),1,1,Union
Torneo Apertura 1991,Quilmes,0,0,Estudiantes (LP)
Torneo Apertura 1991,Independiente,2,0,Quilmes
Torneo Apertura 1991,Racing Club,2,3,Dep Mandiyu (C)
Torneo Apertura 1991,Huracan,0,1,Platense
Torneo Clausura 1991,San Lorenzo,1,0,Lanus
Torneo Apertura 1991,San Lorenzo,2,2,Dep Mandiyu (C)
Torneo Clausura 1991,Dep Mandiyu (C),1,2,San Lorenzo
Torneo Apertura 1991,Belgrano,0,1,Gimnasia (LP)
Torneo Apertura 1991,Newells,0,1,Dep Mandiyu (C)
Torneo Apertura 1991,Gimnasia (LP),0,0,Huracan
Torneo Clausura 1991,Gimnasia (LP),1,0,Huracan
Torneo Clausura 1991,Gimnasia (LP),0,0,Newells
Torneo Apertura 1991,Gimnasia (LP),1,0,Newells
Torneo Clausura 1991,Boca Juniors,2,0,Gimnasia (LP)
Torneo Apertura 1991,Boca Juniors,3,1,Gimnasia (LP)
Torneo Clausura 1991,Lanus,0,0,Velez
Torneo Apertura 1991,Rosario Central,1,3,Platense
Torneo Apertura 1991,Platense,1,0,Independiente
Torneo Clausura 1991,Platense,0,0,Rosario Central
Torneo Apertura 1991,Estudiantes (LP),3,0,Dep Mandiyu (C)
Torneo Clausura 1991,Estudiantes (LP),0,1,Dep Mandiyu (C)
Torneo Clausura 1991,Lanus,1,0,Newells
Torneo Apertura 1991,River Plate,3,0,Gimnasia (LP)
Torneo Clausura 1991,Gimnasia (LP),0,0,River Plate
Torneo Clausura 1991,Newells,1,1,Dep Mandiyu (C)
Torneo Apertura 1991,Huracan,1,1,Newells
Torneo Clausura 1991,Independiente,5,1,Platense
Torneo Clausura 1991,Talleres (C),3,4,San Lorenzo
Torneo Clausura 1991,Talleres (C),2,1,Ferro
Torneo Apertura 1991,Ferro,1,0,Talleres (C)
Torneo Apertura 1991,Argentinos,2,2,Rosario Central
Torneo Clausura 1991,Lanus,0,2,Talleres (C)
Torneo Clausura 1991,Rosario Central,2,1,Argentinos
Torneo Apertura 1991,Dep Mandiyu (C),2,1,Talleres (C)
Torneo Clausura 1991,Dep Mandiyu (C),2,1,Talleres (C)
Torneo Apertura 1991,Union,1,0,Dep Mandiyu (C)
Torneo Clausura 1991,Dep Mandiyu (C),2,0,Union
Torneo Apertura 1991,Dep Mandiyu (C),0,0,Velez
Torneo Clausura 1991,Velez,1,1,Dep Mandiyu (C)
Torneo Clausura 1991,Lanus,0,0,Platense
Torneo Apertura 1991,Gimnasia (LP),1,1,Racing Club
Torneo Clausura 1991,Racing Club,2,1,Gimnasia (LP)
Torneo Clausura 1991,Union,3,2,Lanus
Torneo Apertura 1991,Independiente,1,1,Boca Juniors
Torneo Clausura 1991,Boca Juniors,0,0,Independiente
Torneo Apertura 1991,San Lorenzo,1,1,Talleres (C)
Torneo Apertura 1991,Rosario Central,1,0,Newells
Torneo Apertura 1991,Gimnasia (LP),0,2,San Lorenzo
Torneo Apertura 1991,Boca Juniors,1,1,Rosario Central
Torneo Clausura 1991,Ferro,1,1,Rosario Central
Torneo Apertura 1991,Ferro,1,3,Rosario Central
Torneo Apertura 1991,Newells,1,1,Boca Juniors
Torneo Clausura 1991,Newells,1,0,Boca Juniors
Torneo Clausura 1991,Independiente,2,1,Talleres (C)
Torneo Apertura 1991,Gimnasia (LP),1,0,Velez
Torneo Clausura 1991,Velez,1,2,Dep. Español
Torneo Clausura 1991,Velez,3,1,Gimnasia (LP)
Torneo Clausura 1991,Boca Juniors,1,0,Lanus
Torneo Clausura 1991,Argentinos,0,3,Velez
Torneo Clausura 1991,Chaco For Ever,1,1,Velez
Torneo Clausura 1991,San Lorenzo,1,0,Boca Juniors
Torneo Apertura 1991,Argentinos,1,1,Velez
Torneo Clausura 1991,Dep Mandiyu (C),1,2,Boca Juniors
Torneo Apertura 1991,Independiente,2,1,Talleres (C)
Torneo Clausura 1991,Boca Juniors,0,1,San Lorenzo
Torneo Apertura 1991,Velez,1,0,Dep. Español
Torneo Clausura 1991,Platense,2,0,Talleres (C)
Torneo Apertura 1991,Boca Juniors,0,0,Belgrano
Torneo Clausura 1991,San Lorenzo,2,1,Estudiantes (LP)
Torneo Clausura 1991,Dep Mandiyu (C),2,0,Argentinos
Torneo Clausura 1991,Rosario Central,1,0,Chaco For Ever
Torneo Apertura 1991,Estudiantes (LP),0,2,San Lorenzo
Torneo Clausura 1991,Dep. Español,1,1,Union
Torneo Clausura 1991,Lanus,0,0,Dep Mandiyu (C)
Torneo Clausura 1991,Platense,1,1,Union
Torneo Apertura 1991,Belgrano,0,0,Quilmes
Torneo Clausura 1991,Boca Juniors,1,0,Newells
Torneo Apertura 1991,Newells,0,1,Belgrano
Torneo Clausura 1991,River Plate,2,0,Talleres (C)
Torneo Apertura 1991,River Plate,5,1,Talleres (C)
Torneo Apertura 1991,Platense,1,2,Talleres (C)
Torneo Apertura 1991,Platense,2,2,Union
Torneo Apertura 1991,Argentinos,1,0,Quilmes
Torneo Apertura 1991,San Lorenzo,0,0,Boca Juniors
Torneo Apertura 1991,Huracan,3,1,Union
Torneo Clausura 1991,Independiente,1,0,Dep Mandiyu (C)
Torneo Apertura 1991,Independiente,0,0,Rosario Central
Torneo Clausura 1991,Independiente,1,2,Rosario Central
Torneo Clausura 1991,Talleres (C),2,1,Chaco For Ever
Torneo Apertura 1991,Platense,0,0,Belgrano
Torneo Apertura 1991,Argentinos,3,1,Boca Juniors
Torneo Apertura 1991,Union,1,2,Belgrano
Torneo Clausura 1991,Argentinos,0,2,Boca Juniors
Torneo Clausura 1991,Argentinos,1,3,Boca Juniors
Torneo Apertura 1991,Estudiantes (LP),0,1,Ferro
Torneo Clausura 1991,Estudiantes (LP),1,0,Ferro
Torneo Clausura 1991,River Plate,1,0,Rosario Central
Torneo Apertura 1991,River Plate,2,1,Rosario Central
Torneo Apertura 1991,Belgrano,3,0,Talleres (C)
Torneo Clausura 1991,Boca Juniors,0,1,Argentinos
Torneo Clausura 1991,Ferro,0,1,Velez
Torneo Apertura 1991,San Lorenzo,2,0,River Plate
Torneo Clausura 1991,San Lorenzo,0,0,River Plate
Torneo Clausura 1991,Huracan,1,1,Union
